Tweet,Sentimen,Emosi,clean,tokens,filtered,stemmed,final_text
"Ini adalah wujud cinta kasih dan duka kami warga Maluku atas meninggalnya salah satu putra terbaik Maluku, Kaka tercinta Kami menyadari bahwa virus covid-19 ada dimanadan mengancam kami, tp ketakutan itu terkalahkan org rasa duka kami.Mohon jgn bully kami.",1.0,-1,ini adalah wujud cinta kasih dan duka kami warga maluku atas meninggalnya salah satu putra terbaik maluku kaka tercinta kami menyadari bahwa virus covid ada dimanadan mengancam kami tp ketakutan itu terkalahkan org rasa duka kamimohon jgn bully kami,"['ini', 'adalah', 'wujud', 'cinta', 'kasih', 'dan', 'duka', 'kami', 'warga', 'maluku', 'atas', 'meninggalnya', 'salah', 'satu', 'putra', 'terbaik', 'maluku', 'kaka', 'tercinta', 'kami', 'menyadari', 'bahwa', 'virus', 'covid', 'ada', 'dimanadan', 'mengancam', 'kami', 'tp', 'ketakutan', 'itu', 'terkalahkan', 'org', 'rasa', 'duka', 'kamimohon', 'jgn', 'bully', 'kami']","['wujud', 'cinta', 'kasih', 'duka', 'warga', 'maluku', 'meninggalnya', 'salah', 'putra', 'terbaik', 'maluku', 'kaka', 'tercinta', 'menyadari', 'virus', 'covid', 'dimanadan', 'mengancam', 'tp', 'ketakutan', 'terkalahkan', 'org', 'duka', 'kamimohon', 'jgn', 'bully']","['wujud', 'cinta', 'kasih', 'duka', 'warga', 'malu', 'tinggal', 'salah', 'putra', 'baik', 'malu', 'kaka', 'cinta', 'sadar', 'virus', 'covid', 'dimanadan', 'ancam', 'tp', 'takut', 'kalah', 'org', 'duka', 'kamimohon', 'jgn', 'bully']",wujud cinta kasih duka warga malu tinggal salah putra baik malu kaka cinta sadar virus covid dimanadan ancam tp takut kalah org duka kamimohon jgn bully
Jawaban paling Wow.. udah bikin apa anda buat penanggulangan covid? Wisma atlit masih butuh relawan ikut yuuu sayang,1.0,2,jawaban paling wow udah bikin apa anda buat penanggulangan covid wisma atlit masih butuh relawan ikut yuuu sayang,"['jawaban', 'paling', 'wow', 'udah', 'bikin', 'apa', 'anda', 'buat', 'penanggulangan', 'covid', 'wisma', 'atlit', 'masih', 'butuh', 'relawan', 'ikut', 'yuuu', 'sayang']","['wow', 'udah', 'bikin', 'penanggulangan', 'covid', 'wisma', 'atlit', 'butuh', 'relawan', 'yuuu', 'sayang']","['wow', 'udah', 'bikin', 'tanggulang', 'covid', 'wisma', 'atlit', 'butuh', 'rawan', 'yuuu', 'sayang']",wow udah bikin tanggulang covid wisma atlit butuh rawan yuuu sayang
"Demi kesehatan mental lu, baca berita covid sekali sehari aja, Dan apapun yg terjadi setelah lu baca gak usah hiraukan, skip aja udah untk hari esok atau lusa, karna itu gak baik buat lu",1.0,-2,demi kesehatan mental lu baca berita covid sekali sehari aja dan apapun yg terjadi setelah lu baca gak usah hiraukan skip aja udah untk hari esok atau lusa karna itu gak baik buat lu,"['demi', 'kesehatan', 'mental', 'lu', 'baca', 'berita', 'covid', 'sekali', 'sehari', 'aja', 'dan', 'apapun', 'yg', 'terjadi', 'setelah', 'lu', 'baca', 'gak', 'usah', 'hiraukan', 'skip', 'aja', 'udah', 'untk', 'hari', 'esok', 'atau', 'lusa', 'karna', 'itu', 'gak', 'baik', 'buat', 'lu']","['kesehatan', 'mental', 'lu', 'baca', 'berita', 'covid', 'sehari', 'aja', 'apapun', 'yg', 'lu', 'baca', 'gak', 'hiraukan', 'skip', 'aja', 'udah', 'untk', 'esok', 'lusa', 'karna', 'gak', 'lu']","['sehat', 'mental', 'lu', 'baca', 'berita', 'covid', 'hari', 'aja', 'apa', 'yg', 'lu', 'baca', 'gak', 'hirau', 'skip', 'aja', 'udah', 'untk', 'esok', 'lusa', 'karna', 'gak', 'lu']",sehat mental lu baca berita covid hari aja apa yg lu baca gak hirau skip aja udah untk esok lusa karna gak lu
"Covid-19 memiliki arti kata Co yakni corona, Vi yakni virus dan D yakni disease atau penyakit. Kemudian ditambahkan angka 19, yakni 2019 mewakili tahun Smg puas dgn jwban ini halo Luna ",1.0,1,covid memiliki arti kata co yakni corona vi yakni virus dan d yakni disease atau penyakit kemudian ditambahkan angka  yakni  mewakili tahun smg puas dgn jwban ini halo luna ,"['covid', 'memiliki', 'arti', 'kata', 'co', 'yakni', 'corona', 'vi', 'yakni', 'virus', 'dan', 'd', 'yakni', 'disease', 'atau', 'penyakit', 'kemudian', 'ditambahkan', 'angka', 'yakni', 'mewakili', 'tahun', 'smg', 'puas', 'dgn', 'jwban', 'ini', 'halo', 'luna']","['covid', 'memiliki', 'arti', 'co', 'corona', 'vi', 'virus', 'd', 'disease', 'penyakit', 'angka', 'mewakili', 'smg', 'puas', 'dgn', 'jwban', 'halo', 'luna']","['covid', 'milik', 'arti', 'co', 'corona', 'vi', 'virus', 'd', 'disease', 'sakit', 'angka', 'wakil', 'smg', 'puas', 'dgn', 'jwban', 'halo', 'luna']",covid milik arti co corona vi virus d disease sakit angka wakil smg puas dgn jwban halo luna
jalan - Membantu pihak berkuasa dalam menanggani penularan wabak Covid-19 Ft 12 sec 72.00 Ft 03 sec 210.00,0.0,1,jalan  membantu pihak berkuasa dalam menanggani penularan wabak covid ft  sec  ft  sec ,"['jalan', 'membantu', 'pihak', 'berkuasa', 'dalam', 'menanggani', 'penularan', 'wabak', 'covid', 'ft', 'sec', 'ft', 'sec']","['jalan', 'membantu', 'berkuasa', 'menanggani', 'penularan', 'wabak', 'covid', 'ft', 'sec', 'ft', 'sec']","['jalan', 'bantu', 'kuasa', 'menanggani', 'tular', 'wabak', 'covid', 'ft', 'sec', 'ft', 'sec']",jalan bantu kuasa menanggani tular wabak covid ft sec ft sec
Ini adalah contoh beberapa kondisi penerapan alat pengaman di Apotek agar meminimalisir penularan COVID-19.Bagaimana kondisi di apotek anda? Silahkan share dan tag medsos kami dengan hashtag,0.0,1,ini adalah contoh beberapa kondisi penerapan alat pengaman di apotek agar meminimalisir penularan covidbagaimana kondisi di apotek anda silahkan share dan tag medsos kami dengan hashtag,"['ini', 'adalah', 'contoh', 'beberapa', 'kondisi', 'penerapan', 'alat', 'pengaman', 'di', 'apotek', 'agar', 'meminimalisir', 'penularan', 'covidbagaimana', 'kondisi', 'di', 'apotek', 'anda', 'silahkan', 'share', 'dan', 'tag', 'medsos', 'kami', 'dengan', 'hashtag']","['contoh', 'kondisi', 'penerapan', 'alat', 'pengaman', 'apotek', 'meminimalisir', 'penularan', 'covidbagaimana', 'kondisi', 'apotek', 'silahkan', 'share', 'tag', 'medsos', 'hashtag']","['contoh', 'kondisi', 'terap', 'alat', 'kam', 'apotek', 'meminimalisir', 'tular', 'covidbagaimana', 'kondisi', 'apotek', 'silah', 'share', 'tag', 'medsos', 'hashtag']",contoh kondisi terap alat kam apotek meminimalisir tular covidbagaimana kondisi apotek silah share tag medsos hashtag
Am Mrs. Lestari Abyasa dari Balikpapan. terima kasih kepada RIKA ANDERSON PINJAMAN yang memberikan saya pinjaman tanpa jaminan 100 juta dalam pandemi COVID-19 ini. Anda dapat menghubungi ibu WA +1 (323) 689-3663. Email:rikaandersonloancompany saya +6282235421239,-1.0,1,am mrs lestari abyasa dari balikpapan terima kasih kepada rika anderson pinjaman yang memberikan saya pinjaman tanpa jaminan  juta dalam pandemi covid ini anda dapat menghubungi ibu wa    emailrikaandersonloancompany saya ,"['am', 'mrs', 'lestari', 'abyasa', 'dari', 'balikpapan', 'terima', 'kasih', 'kepada', 'rika', 'anderson', 'pinjaman', 'yang', 'memberikan', 'saya', 'pinjaman', 'tanpa', 'jaminan', 'juta', 'dalam', 'pandemi', 'covid', 'ini', 'anda', 'dapat', 'menghubungi', 'ibu', 'wa', 'emailrikaandersonloancompany', 'saya']","['am', 'mrs', 'lestari', 'abyasa', 'balikpapan', 'terima', 'kasih', 'rika', 'anderson', 'pinjaman', 'pinjaman', 'jaminan', 'juta', 'pandemi', 'covid', 'menghubungi', 'wa', 'emailrikaandersonloancompany']","['am', 'mrs', 'lestari', 'abyasa', 'balikpapan', 'terima', 'kasih', 'rika', 'anderson', 'pinjam', 'pinjam', 'jamin', 'juta', 'pandemi', 'covid', 'hubung', 'wa', 'emailrikaandersonloancompany']",am mrs lestari abyasa balikpapan terima kasih rika anderson pinjam pinjam jamin juta pandemi covid hubung wa emailrikaandersonloancompany
"Menunggu sampai wabah COVID-19 mereda. Sabar ya, karena keselamatan orang banyak lebih penting dari segalanya. ",1.0,-1,menunggu sampai wabah covid mereda sabar ya karena keselamatan orang banyak lebih penting dari segalanya ,"['menunggu', 'sampai', 'wabah', 'covid', 'mereda', 'sabar', 'ya', 'karena', 'keselamatan', 'orang', 'banyak', 'lebih', 'penting', 'dari', 'segalanya']","['menunggu', 'wabah', 'covid', 'mereda', 'sabar', 'ya', 'keselamatan', 'orang']","['tunggu', 'wabah', 'covid', 'reda', 'sabar', 'ya', 'selamat', 'orang']",tunggu wabah covid reda sabar ya selamat orang
Para koruptor & kejahatan lain dibebaskan alasan krn pandemi covid-19,-1.0,-2,para koruptor  kejahatan lain dibebaskan alasan krn pandemi covid,"['para', 'koruptor', 'kejahatan', 'lain', 'dibebaskan', 'alasan', 'krn', 'pandemi', 'covid']","['koruptor', 'kejahatan', 'dibebaskan', 'alasan', 'krn', 'pandemi', 'covid']","['koruptor', 'jahat', 'bebas', 'alas', 'krn', 'pandemi', 'covid']",koruptor jahat bebas alas krn pandemi covid
"7. Jgn lgi ada rasa angkuh, sombong,  & rasa besar serba bisa.Bukankh Virus Corona yg kecil &amp; tk tmpak mata itu tlah mndidik kita, bahwa tdk ada yg mampu mncegahnya jka Covid-19 ingin dtang mmpir?, dan Covid-19 tdk mngenal status sosial miskin atau kaya, tua atau muda pmbesar",1.0,-2, jgn lgi ada rasa angkuh sombong   rasa besar serba bisabukankh virus corona yg kecil amp tk tmpak mata itu tlah mndidik kita bahwa tdk ada yg mampu mncegahnya jka covid ingin dtang mmpir dan covid tdk mngenal status sosial miskin atau kaya tua atau muda pmbesar,"['jgn', 'lgi', 'ada', 'rasa', 'angkuh', 'sombong', 'rasa', 'besar', 'serba', 'bisabukankh', 'virus', 'corona', 'yg', 'kecil', 'amp', 'tk', 'tmpak', 'mata', 'itu', 'tlah', 'mndidik', 'kita', 'bahwa', 'tdk', 'ada', 'yg', 'mampu', 'mncegahnya', 'jka', 'covid', 'ingin', 'dtang', 'mmpir', 'dan', 'covid', 'tdk', 'mngenal', 'status', 'sosial', 'miskin', 'atau', 'kaya', 'tua', 'atau', 'muda', 'pmbesar']","['jgn', 'lgi', 'angkuh', 'sombong', 'serba', 'bisabukankh', 'virus', 'corona', 'yg', 'amp', 'tk', 'tmpak', 'mata', 'tlah', 'mndidik', 'tdk', 'yg', 'mncegahnya', 'jka', 'covid', 'dtang', 'mmpir', 'covid', 'tdk', 'mngenal', 'status', 'sosial', 'miskin', 'kaya', 'tua', 'muda', 'pmbesar']","['jgn', 'lgi', 'angkuh', 'sombong', 'serba', 'bisabukankh', 'virus', 'corona', 'yg', 'amp', 'tk', 'tmpak', 'mata', 'tlah', 'mndidik', 'tdk', 'yg', 'mncegahnya', 'jka', 'covid', 'dtang', 'mmpir', 'covid', 'tdk', 'mngenal', 'status', 'sosial', 'miskin', 'kaya', 'tua', 'muda', 'pmbesar']",jgn lgi angkuh sombong serba bisabukankh virus corona yg amp tk tmpak mata tlah mndidik tdk yg mncegahnya jka covid dtang mmpir covid tdk mngenal status sosial miskin kaya tua muda pmbesar
Sudah 12 Dinyatakan Covid-19 dari Klaster Umrah di Sidrap,0.0,1,sudah  dinyatakan covid dari klaster umrah di sidrap,"['sudah', 'dinyatakan', 'covid', 'dari', 'klaster', 'umrah', 'di', 'sidrap']","['dinyatakan', 'covid', 'klaster', 'umrah', 'sidrap']","['nyata', 'covid', 'klaster', 'umrah', 'sidrap']",nyata covid klaster umrah sidrap
Ada beberapa Gubernur coba diframing dari pusat sbg dlm penangganan Covid 19. Framing ini dilakukan utk menenggelankan popularitas Gubernur yg dianggap lawan politik padahal sdh mati matian berjuang melawan Covid 19 di daerahnya.,-1.0,-1,ada beberapa gubernur coba diframing dari pusat sbg dlm penangganan covid  framing ini dilakukan utk menenggelankan popularitas gubernur yg dianggap lawan politik padahal sdh mati matian berjuang melawan covid  di daerahnya,"['ada', 'beberapa', 'gubernur', 'coba', 'diframing', 'dari', 'pusat', 'sbg', 'dlm', 'penangganan', 'covid', 'framing', 'ini', 'dilakukan', 'utk', 'menenggelankan', 'popularitas', 'gubernur', 'yg', 'dianggap', 'lawan', 'politik', 'padahal', 'sdh', 'mati', 'matian', 'berjuang', 'melawan', 'covid', 'di', 'daerahnya']","['gubernur', 'coba', 'diframing', 'pusat', 'sbg', 'dlm', 'penangganan', 'covid', 'framing', 'utk', 'menenggelankan', 'popularitas', 'gubernur', 'yg', 'dianggap', 'lawan', 'politik', 'sdh', 'mati', 'matian', 'berjuang', 'melawan', 'covid', 'daerahnya']","['gubernur', 'coba', 'diframing', 'pusat', 'sbg', 'dlm', 'penangganan', 'covid', 'framing', 'utk', 'menenggelankan', 'popularitas', 'gubernur', 'yg', 'anggap', 'lawan', 'politik', 'sdh', 'mati', 'mati', 'juang', 'lawan', 'covid', 'daerah']",gubernur coba diframing pusat sbg dlm penangganan covid framing utk menenggelankan popularitas gubernur yg anggap lawan politik sdh mati mati juang lawan covid daerah
Lagi-lagi jenazah covid ditolak. Dia perawat yang meninggal grgr terpapar covid-19 ,-1.0,-1,lagilagi jenazah covid ditolak dia perawat yang meninggal grgr terpapar covid ,"['lagilagi', 'jenazah', 'covid', 'ditolak', 'dia', 'perawat', 'yang', 'meninggal', 'grgr', 'terpapar', 'covid']","['lagilagi', 'jenazah', 'covid', 'ditolak', 'perawat', 'meninggal', 'grgr', 'terpapar', 'covid']","['lagilagi', 'jenazah', 'covid', 'tolak', 'awat', 'tinggal', 'grgr', 'papar', 'covid']",lagilagi jenazah covid tolak awat tinggal grgr papar covid
Pandemi corona mengancam nasib media lokal ,-1.0,-1,pandemi corona mengancam nasib media lokal ,"['pandemi', 'corona', 'mengancam', 'nasib', 'media', 'lokal']","['pandemi', 'corona', 'mengancam', 'nasib', 'media', 'lokal']","['pandemi', 'corona', 'ancam', 'nasib', 'media', 'lokal']",pandemi corona ancam nasib media lokal
"COVID-19: Angka kematian hampiri 100,000 di seluruh dunia",0.0,-1,covid angka kematian hampiri  di seluruh dunia,"['covid', 'angka', 'kematian', 'hampiri', 'di', 'seluruh', 'dunia']","['covid', 'angka', 'kematian', 'hampiri', 'dunia']","['covid', 'angka', 'mati', 'hampir', 'dunia']",covid angka mati hampir dunia
"Yg ada tuh, level presiden menyediakan dana spy rakyat yg terkena dampak covid tetap bisa di rmh tp bisa makan layak yg dikoordinasi dr pusat sampai ke pelosok. Bekerja melalui jalurnya. Bukan bagi2 di jalan. Ini mah kelas cere",-1.0,-2,yg ada tuh level presiden menyediakan dana spy rakyat yg terkena dampak covid tetap bisa di rmh tp bisa makan layak yg dikoordinasi dr pusat sampai ke pelosok bekerja melalui jalurnya bukan bagi di jalan ini mah kelas cere,"['yg', 'ada', 'tuh', 'level', 'presiden', 'menyediakan', 'dana', 'spy', 'rakyat', 'yg', 'terkena', 'dampak', 'covid', 'tetap', 'bisa', 'di', 'rmh', 'tp', 'bisa', 'makan', 'layak', 'yg', 'dikoordinasi', 'dr', 'pusat', 'sampai', 'ke', 'pelosok', 'bekerja', 'melalui', 'jalurnya', 'bukan', 'bagi', 'di', 'jalan', 'ini', 'mah', 'kelas', 'cere']","['yg', 'tuh', 'level', 'presiden', 'menyediakan', 'dana', 'spy', 'rakyat', 'yg', 'terkena', 'dampak', 'covid', 'rmh', 'tp', 'makan', 'layak', 'yg', 'dikoordinasi', 'dr', 'pusat', 'pelosok', 'jalurnya', 'jalan', 'mah', 'kelas', 'cere']","['yg', 'tuh', 'level', 'presiden', 'sedia', 'dana', 'spy', 'rakyat', 'yg', 'kena', 'dampak', 'covid', 'rmh', 'tp', 'makan', 'layak', 'yg', 'koordinasi', 'dr', 'pusat', 'pelosok', 'jalur', 'jalan', 'mah', 'kelas', 'cere']",yg tuh level presiden sedia dana spy rakyat yg kena dampak covid rmh tp makan layak yg koordinasi dr pusat pelosok jalur jalan mah kelas cere
Penghulu & para pengurus masjid Sang Cipta Rasa kota Cirebon menggelar ikhtiar tolak bala dengan bermunajat bersama dan adzan pitu. Semoga wabah COVID 19 segera berakhir. Aamiin...untuk para dokter & tim medis indonesia tetap semangat.,1.0,-1,penghulu  para pengurus masjid sang cipta rasa kota cirebon menggelar ikhtiar tolak bala dengan bermunajat bersama dan adzan pitu semoga wabah covid  segera berakhir aamiinuntuk para dokter  tim medis indonesia tetap semangat,"['penghulu', 'para', 'pengurus', 'masjid', 'sang', 'cipta', 'rasa', 'kota', 'cirebon', 'menggelar', 'ikhtiar', 'tolak', 'bala', 'dengan', 'bermunajat', 'bersama', 'dan', 'adzan', 'pitu', 'semoga', 'wabah', 'covid', 'segera', 'berakhir', 'aamiinuntuk', 'para', 'dokter', 'tim', 'medis', 'indonesia', 'tetap', 'semangat']","['penghulu', 'pengurus', 'masjid', 'sang', 'cipta', 'kota', 'cirebon', 'menggelar', 'ikhtiar', 'tolak', 'bala', 'bermunajat', 'adzan', 'pitu', 'semoga', 'wabah', 'covid', 'aamiinuntuk', 'dokter', 'tim', 'medis', 'indonesia', 'semangat']","['penghulu', 'urus', 'masjid', 'sang', 'cipta', 'kota', 'cirebon', 'gelar', 'ikhtiar', 'tolak', 'bala', 'munajat', 'adzan', 'pitu', 'moga', 'wabah', 'covid', 'aamiinuntuk', 'dokter', 'tim', 'medis', 'indonesia', 'semangat']",penghulu urus masjid sang cipta kota cirebon gelar ikhtiar tolak bala munajat adzan pitu moga wabah covid aamiinuntuk dokter tim medis indonesia semangat
"Min LPDP 2020 ttp ada nggk yaa min, mengingat Dana Tetap Pendidikan di ahlikan ke penanggulangan ekonomi karena Covid-19",0.0,1,min lpdp  ttp ada nggk yaa min mengingat dana tetap pendidikan di ahlikan ke penanggulangan ekonomi karena covid,"['min', 'lpdp', 'ttp', 'ada', 'nggk', 'yaa', 'min', 'mengingat', 'dana', 'tetap', 'pendidikan', 'di', 'ahlikan', 'ke', 'penanggulangan', 'ekonomi', 'karena', 'covid']","['min', 'lpdp', 'ttp', 'nggk', 'yaa', 'min', 'dana', 'pendidikan', 'ahlikan', 'penanggulangan', 'ekonomi', 'covid']","['min', 'lpdp', 'ttp', 'nggk', 'yaa', 'min', 'dana', 'didik', 'ahli', 'tanggulang', 'ekonomi', 'covid']",min lpdp ttp nggk yaa min dana didik ahli tanggulang ekonomi covid
Leader dlm penyebaran covid 19 kale.... Membuat org antri akibat efek kejutnya,-1.0,1,leader dlm penyebaran covid  kale membuat org antri akibat efek kejutnya,"['leader', 'dlm', 'penyebaran', 'covid', 'kale', 'membuat', 'org', 'antri', 'akibat', 'efek', 'kejutnya']","['leader', 'dlm', 'penyebaran', 'covid', 'kale', 'org', 'antri', 'akibat', 'efek', 'kejutnya']","['leader', 'dlm', 'sebar', 'covid', 'kale', 'org', 'antri', 'akibat', 'efek', 'kejut']",leader dlm sebar covid kale org antri akibat efek kejut
Wii... Yg berdampak Covid-19 itu tdk hanya warga miskin. Berita ini judulnya benar. Isinya yg tdk benar...,-1.0,-2,wii yg berdampak covid itu tdk hanya warga miskin berita ini judulnya benar isinya yg tdk benar,"['wii', 'yg', 'berdampak', 'covid', 'itu', 'tdk', 'hanya', 'warga', 'miskin', 'berita', 'ini', 'judulnya', 'benar', 'isinya', 'yg', 'tdk', 'benar']","['wii', 'yg', 'berdampak', 'covid', 'tdk', 'warga', 'miskin', 'berita', 'judulnya', 'isinya', 'yg', 'tdk']","['wii', 'yg', 'dampak', 'covid', 'tdk', 'warga', 'miskin', 'berita', 'judul', 'isi', 'yg', 'tdk']",wii yg dampak covid tdk warga miskin berita judul isi yg tdk
memanusiakan manusia adalah salah satu bentuk penghormatan kita pada sesama. sedih kalo liat jenazah yg meninggal karena covid-19 tidak diterima warga setempat untuk dimakamkan.,1.0,-2,memanusiakan manusia adalah salah satu bentuk penghormatan kita pada sesama sedih kalo liat jenazah yg meninggal karena covid tidak diterima warga setempat untuk dimakamkan,"['memanusiakan', 'manusia', 'adalah', 'salah', 'satu', 'bentuk', 'penghormatan', 'kita', 'pada', 'sesama', 'sedih', 'kalo', 'liat', 'jenazah', 'yg', 'meninggal', 'karena', 'covid', 'tidak', 'diterima', 'warga', 'setempat', 'untuk', 'dimakamkan']","['memanusiakan', 'manusia', 'salah', 'bentuk', 'penghormatan', 'sedih', 'kalo', 'liat', 'jenazah', 'yg', 'meninggal', 'covid', 'diterima', 'warga', 'dimakamkan']","['manusia', 'manusia', 'salah', 'bentuk', 'hormat', 'sedih', 'kalo', 'liat', 'jenazah', 'yg', 'tinggal', 'covid', 'terima', 'warga', 'makam']",manusia manusia salah bentuk hormat sedih kalo liat jenazah yg tinggal covid terima warga makam
Ada ancaman penyebaran COVID-19 yang lebih luas. dr. Dike Afifi menbuat petisi kepada Presiden untuk keluarkan kebijakan menghentikan semua akses transportasi dari dalam dan keluar kota - Tandatangani Petisi!,1.0,-1,ada ancaman penyebaran covid yang lebih luas dr dike afifi menbuat petisi kepada presiden untuk keluarkan kebijakan menghentikan semua akses transportasi dari dalam dan keluar kota  tandatangani petisi,"['ada', 'ancaman', 'penyebaran', 'covid', 'yang', 'lebih', 'luas', 'dr', 'dike', 'afifi', 'menbuat', 'petisi', 'kepada', 'presiden', 'untuk', 'keluarkan', 'kebijakan', 'menghentikan', 'semua', 'akses', 'transportasi', 'dari', 'dalam', 'dan', 'keluar', 'kota', 'tandatangani', 'petisi']","['ancaman', 'penyebaran', 'covid', 'luas', 'dr', 'dike', 'afifi', 'menbuat', 'petisi', 'presiden', 'keluarkan', 'kebijakan', 'menghentikan', 'akses', 'transportasi', 'kota', 'tandatangani', 'petisi']","['ancam', 'sebar', 'covid', 'luas', 'dr', 'dike', 'afifi', 'menbuat', 'petisi', 'presiden', 'keluar', 'bijak', 'henti', 'akses', 'transportasi', 'kota', 'tandatangani', 'petisi']",ancam sebar covid luas dr dike afifi menbuat petisi presiden keluar bijak henti akses transportasi kota tandatangani petisi
yaudah di gpp. let covid do ur duties aja,1.0,2,yaudah di gpp let covid do ur duties aja,"['yaudah', 'di', 'gpp', 'let', 'covid', 'do', 'ur', 'duties', 'aja']","['yaudah', 'gpp', 'let', 'covid', 'do', 'ur', 'duties', 'aja']","['yaudah', 'gpp', 'let', 'covid', 'do', 'ur', 'duties', 'aja']",yaudah gpp let covid do ur duties aja
Persib Potong 75 Persen Gaji Pemain karena Corona Covid-19,0.0,-1,persib potong  persen gaji pemain karena corona covid,"['persib', 'potong', 'persen', 'gaji', 'pemain', 'karena', 'corona', 'covid']","['persib', 'potong', 'persen', 'gaji', 'pemain', 'corona', 'covid']","['persib', 'potong', 'persen', 'gaji', 'main', 'corona', 'covid']",persib potong persen gaji main corona covid
virus Corona COVID-19 melanda saat Indonesia menghadapi musim pancaroba. Ancaman demam berdarah dengue (DBD) juga sedang menghantui.,0.0,1,virus corona covid melanda saat indonesia menghadapi musim pancaroba ancaman demam berdarah dengue dbd juga sedang menghantui,"['virus', 'corona', 'covid', 'melanda', 'saat', 'indonesia', 'menghadapi', 'musim', 'pancaroba', 'ancaman', 'demam', 'berdarah', 'dengue', 'dbd', 'juga', 'sedang', 'menghantui']","['virus', 'corona', 'covid', 'melanda', 'indonesia', 'menghadapi', 'musim', 'pancaroba', 'ancaman', 'demam', 'berdarah', 'dengue', 'dbd', 'menghantui']","['virus', 'corona', 'covid', 'landa', 'indonesia', 'hadap', 'musim', 'pancaroba', 'ancam', 'demam', 'darah', 'dengue', 'dbd', 'hantu']",virus corona covid landa indonesia hadap musim pancaroba ancam demam darah dengue dbd hantu
